Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SALARY
162,Derrick Favors,C,30,OKC,33,14,16.2,2.3,4.7,0.494,0.1,0.4,0.154,2.3,4.3,0.524,0.5,0.4,0.6,0.6,1.4,3.3,4.7,0.7,0.4,0.2,0.2,1.6,5.1,9720900
286,Derrick Jones Jr.,PF,24,CHI,31,8,17.2,2.3,3.9,0.582,0.5,1.2,0.405,1.8,2.7,0.659,0.643,1.3,1.5,0.848,1.2,2.2,3.4,0.5,0.5,0.7,0.5,2.3,6.3,9720900
27,Desmond Bane,SF,23,MEM,51,51,30.2,6.7,14.5,0.462,2.9,6.9,0.414,3.8,7.6,0.505,0.56,1.5,1.7,0.895,0.5,3.9,4.5,2.4,1.1,0.5,1.5,2.4,17.8,2033160
58,Devin Booker,SG,25,PHO,45,45,33.8,9.2,20.7,0.445,2.6,7,0.369,6.6,13.6,0.485,0.508,4.2,4.9,0.855,0.8,4.6,5.4,4.3,1,0.3,2.5,2.5,25.2,31610000
143,Devon Dotson,PG,22,CHI,11,0,7.7,1,2.1,0.478,0.2,0.8,0.222,0.8,1.3,0.643,0.522,0.5,0.8,0.556,0.1,0.7,0.8,1.4,0.1,0,0.5,1,2.6,NA
87,Devontae Cacok,PF,25,SAS,8,0,8.4,2,2.9,0.696,0,0,,2,2.9,0.696,0.696,0.5,0.9,0.571,0.6,2.8,3.4,0.3,0.5,0.9,0.1,1,4.5,NA
194,Devonte' Graham,PG,26,NOP,49,49,31.3,4.5,12.3,0.364,2.9,8.3,0.348,1.6,4,0.396,0.481,1.8,2.1,0.845,0.4,2.1,2.5,4.5,0.9,0.2,1.6,1.4,13.7,11000000
129,Dewayne Dedmon,C,32,MIA,47,15,16.5,2.6,4.4,0.58,0.3,0.5,0.52,2.3,3.9,0.588,0.611,1,1.3,0.79,1.8,4.4,6.2,0.8,0.4,0.5,1.1,2.4,6.4,5256308
331,Didi Louzada,SF,22,NOP,2,0,3.5,0,1.5,0,0,1.5,0,0,0,,0,0,0,,1,0,1,0.5,0,0,0,0,0,1786878
70,Dillon Brooks,SF,26,MEM,21,20,28,6.9,16.2,0.426,1.6,4.8,0.327,5.3,11.4,0.469,0.475,3,3.4,0.889,0.8,2.5,3.3,2.7,1.3,0.2,1.8,3.3,18.4,12200000
375,Donovan Mitchell,SG,25,UTA,41,41,33.2,9.3,20.4,0.455,3.3,9.4,0.348,6,11,0.545,0.535,3.7,4.2,0.879,0.8,3.1,3.9,5.2,1.6,0.2,3,2.5,25.5,28103550
138,Donte DiVincenzo,SG,25,MIL,16,0,20.1,2.3,6.9,0.324,1.3,4.4,0.286,1,2.6,0.39,0.414,1.4,1.6,0.88,1,2.6,3.6,1.6,0.6,0.2,1.6,1.6,7.1,4675830
164,Dorian Finney-Smith,PF,28,DAL,53,53,32.5,3.7,8.6,0.432,1.9,5.2,0.36,1.8,3.4,0.542,0.541,0.8,1.2,0.683,1.6,3.2,4.8,1.9,1.2,0.5,1,2.2,10.1,4000000
358,Doug McDermott,PF,30,SAS,38,38,24.3,4.5,9.5,0.472,2.3,5.3,0.435,2.2,4.2,0.519,0.593,0.5,0.7,0.704,0.4,2,2.4,1.3,0.3,0.1,0.8,1.7,11.7,13750000
198,Draymond Green,PF,31,GSW,34,34,29.9,3.2,5.9,0.537,0.4,1.2,0.286,2.8,4.7,0.604,0.567,1.2,2,0.597,1.1,6.4,7.6,7.4,1.4,1.2,3.1,2.8,7.9,24026712
160,Drew Eubanks,C,24,SAS,48,9,12.4,1.8,3.3,0.528,0,0.2,0.125,1.7,3.1,0.55,0.531,1.2,1.6,0.747,1.3,2.7,4,1,0.3,0.6,1,1.3,4.8,1762796
247,Dwight Howard,C,36,LAL,41,11,14.5,1.9,3,0.621,0.1,0.2,0.667,1.7,2.8,0.617,0.645,1.3,2.1,0.612,1.9,3.5,5.4,0.5,0.7,0.6,0.8,2,5.2,2641691
448,Dwight Powell,C,30,DAL,54,43,20.3,2.7,4.3,0.643,0.2,0.6,0.387,2.5,3.7,0.683,0.67,1.6,2.1,0.75,1.9,2.4,4.4,1.1,0.5,0.4,0.8,2.5,7.3,11000000
126,Ed Davis,C,32,CLE,17,3,8.1,0.5,0.8,0.643,0,0,,0.5,0.8,0.643,0.643,0.2,0.5,0.375,0.4,2.1,2.5,0.2,0.2,0.4,0.3,1.5,1.2,2641691
431,Elfrid Payton,PG,27,PHO,32,0,11.4,1.3,3.6,0.368,0.1,0.4,0.167,1.3,3.2,0.392,0.377,0.3,0.6,0.4,0.5,1.5,1.9,1.9,0.5,0.1,1.1,0.8,2.9,2239544
251,Elijah Hughes,SF,23,UTA,14,1,8,1.1,2.6,0.417,0.7,2,0.357,0.4,0.6,0.625,0.556,0.2,0.2,1,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,3.1,1517981
388,Emmanuel Mudiay,PG,25,SAC,2,0,5.5,0,1,0,0,0,,0,1,0,0,1.5,2,0.75,0,0,0,2,0.5,0,0.5,0.5,1.5,NA
173,Enes Freedom,C,29,BOS,34,1,11.7,1.4,2.7,0.527,0,0.1,0.25,1.4,2.6,0.54,0.533,0.7,0.8,0.857,1.7,2.6,4.4,0.2,0.1,0.4,0.6,1.2,3.6,2641691
51,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,18125000
193,Eric Gordon,SG,33,HOU,45,34,29.5,5,10.2,0.491,2.2,5.2,0.427,2.8,5,0.558,0.6,1.9,2.6,0.757,0.3,1.7,2,3,0.5,0.4,2,1,14.2,18218818
428,Eric Paschall,PF,25,UTA,39,1,13.1,1.9,4,0.49,0.8,2,0.39,1.2,2,0.59,0.587,1.1,1.5,0.759,0.6,1.5,2.1,0.6,0.1,0.1,0.6,1,5.8,1782621
419,Eugene Omoruyi,SF,24,DAL,4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1,0.5,0.5,1.3,1.8,0.5,0,0,0,0.5,1.8,NA
170,Evan Fournier,SG,29,NYK,51,51,28.9,5.1,12,0.428,2.9,7.2,0.4,2.3,4.8,0.469,0.548,1,1.4,0.704,0.5,2.4,2.9,1.8,0.9,0.2,1.3,2,14.1,18139535
376,Evan Mobley,PF,20,CLE,46,46,34.2,6.1,12.1,0.501,0.4,1.4,0.286,5.7,10.7,0.528,0.517,2.3,3.6,0.659,1.9,6.2,8.1,2.6,0.7,1.7,2,2,14.9,8075160
89,Facundo Campazzo,PG,30,DEN,50,4,20.4,1.9,5.1,0.38,1,3.3,0.313,0.9,1.8,0.5,0.48,1.1,1.3,0.803,0.3,1.6,1.9,3.8,1.1,0.4,1.2,2.1,6,3804150
261,Frank Jackson,PG,23,DET,40,5,22.7,4,9.4,0.423,1.9,5.5,0.335,2.1,3.9,0.548,0.521,1.4,1.8,0.8,0.3,1.3,1.6,0.9,0.5,0.2,0.8,1.8,11.2,3000000
296,Frank Kaminsky,C,28,PHO,9,0,20.1,4,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,2089448
406,Frank Ntilikina,PG,23,DAL,43,5,12.8,1.5,4.1,0.377,0.7,2.1,0.348,0.8,1.9,0.41,0.469,0.5,0.6,0.958,0.2,1.2,1.4,1.2,0.5,0.1,0.6,1.1,4.3,1789256
188,Freddie Gillespie,PF,24,ORL,9,2,13.2,1,2.4,0.409,0,0.1,0,1,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4,0.6,0.3,1,0.6,2,2.3,NA
307,Furkan Korkmaz,SG,24,PHI,46,17,24.3,3.3,8.3,0.392,1.3,4.7,0.288,1.9,3.7,0.524,0.473,1.2,1.4,0.844,0.3,2.7,3,2.3,0.6,0.1,0.8,1,9,4629630
128,Gabriel Deck,PF,26,OKC,7,0,8,1.1,2,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0,0,,0.1,0.7,0.9,0.7,0.1,0,0.3,0.3,2.6,1690507
347,Garrison Mathews,SG,25,HOU,36,17,27.4,3.3,8,0.417,2.5,6.7,0.379,0.8,1.3,0.604,0.575,2.4,3,0.813,0.4,2.9,3.4,1,0.7,0.4,0.6,2.9,11.6,1093598
103,Gary Clark,PF,27,NOP,21,1,10.6,0.9,2.4,0.38,0.8,1.9,0.4,0.1,0.5,0.3,0.54,0.2,0.3,0.667,0.6,1.7,2.2,0.3,0.3,0.2,0.2,0.6,2.8,377645
216,Gary Harris,SG,27,ORL,47,30,29.4,4.2,9.5,0.442,1.9,4.9,0.382,2.3,4.6,0.505,0.539,1.4,1.6,0.844,0.6,1.6,2.2,1.9,0.9,0.2,1,1.9,11.6,20482143
432,Gary Payton II,PG,29,GSW,50,9,16.7,3,4.9,0.623,0.6,1.7,0.372,2.4,3.2,0.759,0.689,0.5,0.9,0.587,1.1,2.6,3.6,0.8,1.4,0.3,0.5,1.7,7.3,1939350
233,George Hill,SG,35,MIL,41,16,25.5,2.5,5.7,0.436,0.9,2.9,0.316,1.6,2.9,0.556,0.515,1.2,1.2,0.96,0.9,2.4,3.2,2.5,0.8,0.1,0.9,1.4,7,4000000
299,George King,SF,28,DAL,4,0,4.8,0,1.3,0,0,1,0,0,0.3,0,0,0.3,0.5,0.5,0,1.3,1.3,0,0,0,0.3,1,0.3,NA
401,Georges Niang,PF,28,PHI,49,5,23,3.4,7.7,0.438,2,4.9,0.398,1.4,2.8,0.507,0.565,0.8,0.9,0.864,0.3,2.3,2.6,1.5,0.4,0.2,0.9,2.6,9.5,3300000
295,Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1,0.444,0.4,0.4,0.9,0,0.1,0.1,0.4,0.9,1.8,462629
12,Giannis Antetokounmpo,PF,27,MIL,45,45,32.5,9.9,18.4,0.536,1.2,3.9,0.295,8.7,14.5,0.601,0.568,8,11,0.725,1.8,9.4,11.2,5.9,1,1.4,3.4,3.2,28.9,39344970
48,Goga Bitadze,C,22,IND,31,4,10.6,1.7,3.9,0.433,0.2,1.3,0.146,1.5,2.5,0.582,0.458,0.9,1.5,0.644,1.4,1.5,2.9,0.5,0.3,0.6,0.8,1.6,4.5,3098400
147,Goran Dragi?,PG,35,TOR,5,2,18,2.6,6.8,0.382,0.8,2.8,0.286,1.8,4,0.45,0.441,2,2,1,0.4,2.4,2.8,1.8,1,0.2,0.2,1.6,8,NA
226,Gordon Hayward,SF,31,CHO,47,47,32.8,6,12.9,0.461,1.8,4.6,0.389,4.2,8.3,0.5,0.53,2.7,3.2,0.846,0.8,3.9,4.7,3.7,1,0.5,1.7,1.8,16.4,29900000
136,Gorgui Dieng,C,32,ATL,34,3,9.3,1.2,2.6,0.46,0.6,1.4,0.396,0.6,1.1,0.538,0.569,0.5,0.7,0.739,0.8,2.2,3,0.8,0.3,0.4,0.5,1.3,3.4,4000000
7,Grayson Allen,SG,26,MIL,45,44,28.2,4,9.5,0.425,2.6,6.6,0.393,1.5,3,0.496,0.561,1,1.2,0.87,0.6,3,3.5,1.5,0.8,0.3,0.6,1.4,11.7,4054695
74,Greg Brown III,SF,20,POR,23,0,6,1.1,2.3,0.481,0,0.5,0.091,1,1.8,0.585,0.49,0.3,0.8,0.444,0.6,0.9,1.5,0.2,0.2,0.3,0.3,0.8,2.6,925258
378,Greg Monroe,C,31,TOT,7,0,15.9,2.9,5,0.571,0,0,,2.9,5,0.571,0.571,0.4,1,0.429,2.4,3.4,5.9,2,0.6,0.7,1.1,2,6.1,NA
378,Greg Monroe,C,31,MIN,3,0,21,3,4.7,0.643,0,0,,3,4.7,0.643,0.643,0.7,1.7,0.4,1.7,5.3,7,3.7,0.7,1.3,1.3,2.3,6.7,NA
378,Greg Monroe,C,31,WAS,2,0,9,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,3.5,1.5,5,0.5,0.5,0.5,1,1,4,NA
378,Greg Monroe,C,31,MIL,2,0,15,3.5,6.5,0.538,0,0,,3.5,6.5,0.538,0.538,0.5,1,0.5,2.5,2.5,5,1,0.5,0,1,2.5,7.5,NA
135,Hamidou Diallo,SG,23,DET,46,27,22.3,4.5,9,0.499,0.4,1.6,0.25,4.1,7.4,0.551,0.521,1.5,2.2,0.657,1.3,3.5,4.8,1.2,1.2,0.3,1,2.6,10.8,5200000
30,Harrison Barnes,PF,29,SAC,50,50,33.7,5.2,11.4,0.456,2,5,0.406,3.2,6.4,0.495,0.545,4.4,5.4,0.815,1.1,5,6.1,2.5,0.7,0.2,1.6,1.3,16.8,20284091
196,Hassani Gravett,PG,25,ORL,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,NA
232,Haywood Highsmith,SF,25,MIA,4,0,10.5,1,2,0.5,1,1.8,0.571,0,0.3,0,0.75,0,0,,0.5,0.8,1.3,0,0,0.3,0,0.8,3,NA
287,Herbert Jones,C,23,NOP,50,41,29.8,3.6,7.3,0.497,0.7,1.9,0.372,2.9,5.4,0.541,0.545,1.6,1.9,0.835,1.2,2.6,3.8,2,1.5,0.9,1.1,3,9.6,1700000
64,Ignas Brazdeikis,SF,23,ORL,24,0,9,1,2.7,0.385,0.4,1.3,0.313,0.6,1.4,0.455,0.462,0.4,0.5,0.75,0.4,1,1.4,0.7,0.2,0,0.3,1,2.9,NA
57,Isaac Bonga,SF,22,TOR,13,0,5.1,0.2,1,0.231,0.1,0.3,0.25,0.2,0.7,0.222,0.269,0.3,0.5,0.667,0.3,0.2,0.5,0.2,0.5,0.2,0.2,0.8,0.8,1729217
415,Isaac Okoro,SF,21,CLE,39,33,28.7,3.3,7.1,0.46,0.8,2.7,0.299,2.4,4.3,0.562,0.518,1.6,2.2,0.753,1.1,2.2,3.2,1.8,0.8,0.3,1,2.6,9,6720720
221,Isaiah Hartenstein,C,23,LAC,41,0,15.8,3.1,4.9,0.624,0,0.1,0.5,3,4.8,0.626,0.629,1.1,1.7,0.662,1.5,2.7,4.2,1.8,0.7,1.1,1,2.5,7.3,3430810
262,Isaiah Jackson,PF,20,IND,19,2,9.5,2.1,4,0.526,0.2,0.4,0.429,1.9,3.6,0.536,0.546,1.1,1.6,0.677,1.2,1.6,2.8,0.4,0.4,0.8,0.5,1.8,5.5,2451120
271,Isaiah Joe,SG,22,PHI,38,1,12.9,1.3,3.6,0.355,0.9,2.8,0.33,0.4,0.8,0.438,0.482,0.5,0.6,0.952,0.1,1.1,1.2,0.7,0.3,0.1,0.3,1,4,1517981
327,Isaiah Livers,SF,23,DET,1,0,5,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,1,1,1,1,0,1057260
382,Ja Morant,PG,22,MEM,42,42,33.3,10,20.3,0.49,1.5,4.5,0.342,8.4,15.8,0.532,0.528,5,6.5,0.763,1.4,4.5,5.9,6.9,1.3,0.4,3.5,1.4,26.4,9603360
427,Jabari Parker,PF,26,BOS,12,0,9.3,1.5,3.2,0.474,0.7,1.3,0.5,0.8,1.8,0.455,0.579,0.8,0.8,1,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4,1068288
356,Jaden McDaniels,PF,21,MIN,50,23,26,3.4,7.7,0.436,1,3.4,0.297,2.3,4.3,0.549,0.503,0.7,0.9,0.773,1.2,3,4.3,1.1,0.8,0.7,1.1,3.2,8.4,2063280
119,Jae Crowder,PF,31,PHO,42,42,28.1,3.2,7.9,0.403,1.9,5.3,0.353,1.3,2.6,0.505,0.521,0.9,1.1,0.804,0.4,4.5,4.9,1.3,1.2,0.5,0.9,2.4,9.1,9720900
152,Jaime Echenique,C,24,WAS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,NA
318,Jake Layman,SF,27,MIN,22,1,7.5,0.8,2.2,0.367,0.2,1.2,0.154,0.6,1,0.609,0.408,0.3,0.4,0.75,0.2,0.9,1,0.3,0.3,0.2,0.3,0.4,2.1,3940184
438,Jakob Poeltl,C,26,SAS,44,43,28.8,6,9.8,0.614,0,0,,6,9.8,0.614,0.614,1.3,2.7,0.458,4,5,9,2.8,0.7,1.7,1.5,3,13.3,8750000
79,Jalen Brunson,PG,25,DAL,53,35,31.7,6.5,12.8,0.505,1,3,0.35,5.4,9.8,0.552,0.546,2,2.5,0.803,0.6,3.3,3.9,5.5,0.9,0.1,1.7,1.9,16,1802057
199,Jalen Green,SG,19,HOU,38,38,30.1,4.7,12.6,0.376,1.8,6.1,0.29,3,6.5,0.456,0.446,3.1,3.7,0.844,0.4,2.9,3.3,2.4,0.6,0.2,2.3,1.5,14.4,8992200
276,Jalen Johnson,PF,20,ATL,13,0,4.5,0.7,1.5,0.474,0.2,0.5,0.429,0.5,0.9,0.5,0.553,0.3,0.5,0.667,0,1.2,1.2,0.1,0,0,0.2,0.2,1.9,2659560
357,Jalen McDaniels,SF,24,CHO,39,2,17.6,2.5,5.1,0.492,0.8,2.2,0.372,1.7,2.8,0.586,0.574,0.8,1.2,0.674,0.7,2.7,3.5,1.1,0.5,0.4,0.8,1.8,6.6,1782621
61,James Bouknight,SG,21,CHO,25,0,10,1.7,4.6,0.368,0.6,1.6,0.341,1.1,2.9,0.384,0.43,0.9,1.1,0.852,0.7,0.8,1.5,0.8,0.2,0,0.4,0.9,4.8,4154400
159,James Ennis III,SF,31,TOT,7,0,8,1.6,3.4,0.458,0.4,1.1,0.375,1.1,2.3,0.5,0.521,0.6,0.7,0.8,0.7,1,1.7,0.4,0.3,0.3,0.3,0.7,4.1,NA
159,James Ennis III,SF,31,BRK,2,0,7,1,3.5,0.286,0.5,1,0.5,0.5,2.5,0.2,0.357,0,0,,1,1.5,2.5,0,0.5,0.5,0,0,2.5,NA
159,James Ennis III,SF,31,LAC,2,0,14,3.5,5.5,0.636,1,2,0.5,2.5,3.5,0.714,0.727,2,2,1,1,1.5,2.5,0,0.5,0.5,0.5,2,10,NA
159,James Ennis III,SF,31,DEN,3,0,4.7,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0.3,0,0.3,0.3,0.7,1,0,0,0.3,0.3,1.3,NA
212,James Harden,PG,32,BRK,44,44,37,6.6,16,0.414,2.3,7,0.332,4.3,9.1,0.476,0.486,6.9,8,0.869,1,7,8,10.2,1.3,0.7,4.8,2.4,22.5,43848000
277,James Johnson,PF,34,BRK,38,5,18.7,2.3,4.9,0.47,0.3,1.2,0.273,2,3.7,0.532,0.503,0.3,0.7,0.407,1,2.5,3.5,1.8,0.5,0.4,0.7,2.3,5.2,2641691
435,Jamorko Pickett,PF,24,DET,6,0,7.8,0.2,1.7,0.1,0.2,1.2,0.143,0,0.5,0,0.15,0,0,,0.3,1.2,1.5,0.2,0,0.2,0.5,0.5,0.5,NA
200,JaMychal Green,PF,31,DEN,40,7,14.7,2.2,4.8,0.446,0.5,2.1,0.247,1.6,2.7,0.602,0.5,1.1,1.2,0.875,0.9,2.7,3.6,0.8,0.7,0.4,0.9,2.2,5.9,8292683
363,JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0,0.5,0,0,0.3,0,0,0.3,0,0,0,0,,0,0,0,0.5,0,0,0,0.3,0,NA
85,Jared Butler,SG,21,UTA,24,1,8.3,1.4,3.5,0.4,0.6,1.8,0.341,0.8,1.7,0.463,0.488,0.3,0.4,0.6,0.1,0.8,0.9,1.2,0.3,0.3,0.9,1.1,3.7,925258
214,Jared Harper,PG,24,NOP,2,0,5,1.5,3.5,0.429,0.5,1,0.5,1,2.5,0.4,0.5,0,0,,0.5,0,0.5,1.5,0,0.5,0.5,1,3.5,NA
263,Jaren Jackson Jr.,PF,22,MEM,54,54,28,5.8,13.7,0.421,1.7,5.4,0.317,4,8.3,0.489,0.484,3.4,4.3,0.794,1.4,4.5,5.9,1.1,1,2.3,1.7,3.4,16.7,9180560
8,Jarrett Allen,C,23,CLE,46,46,32.6,6.6,9.9,0.667,0,0.2,0.1,6.6,9.7,0.68,0.669,3,4.4,0.685,3.6,7.5,11.1,1.8,0.7,1.4,1.8,1.8,16.2,20000000
120,Jarrett Culver,SG,22,MEM,24,0,9.5,1.5,3.6,0.419,0.3,1.2,0.286,1.2,2.4,0.483,0.465,0.5,0.9,0.524,0.3,1.2,1.5,1,0.6,0.1,0.4,1.1,3.8,6395160
121,Jarron Cumberland,SG,24,POR,3,0,4,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0.3,0.7,1,0.3,0,0,0,0.7,0.7,NA
359,JaVale McGee,C,34,PHO,46,14,16.1,4.1,6.3,0.66,0,0.1,0.25,4.1,6.2,0.665,0.661,1.5,2.2,0.673,2.3,4.7,7,0.7,0.3,0.9,1.5,2.6,9.8,5000000
131,Javin DeLaurier,C,23,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0,NA
201,Javonte Green,SF,28,CHI,37,26,23.4,2.6,4.9,0.533,0.4,1.3,0.306,2.2,3.6,0.617,0.574,1.5,1.9,0.814,1.5,2.6,4.2,1,0.9,0.6,0.5,2.2,7.2,1669178
224,Jaxson Hayes,C,21,NOP,41,3,15.9,3.1,5,0.635,0.2,0.6,0.304,3,4.4,0.678,0.653,1.8,2.4,0.758,1.4,2.6,4,0.4,0.4,0.8,0.7,2.2,8.3,5348280
250,Jay Huff,C,23,LAL,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0,NA
75,Jaylen Brown,SF,25,BOS,41,41,34.3,8.7,19.1,0.457,2.7,7.8,0.349,6,11.3,0.53,0.527,3.8,4.9,0.784,0.8,5.7,6.5,3,1.1,0.4,2.9,2.7,23.9,24830357
237,Jaylen Hoard,SF,22,OKC,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,1,1,2,0,0,0,0,0,0,NA
384,Jaylen Morris,SG,26,SAS,3,0,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7,NA
405,Jaylen Nowell,SG,22,MIN,38,1,15.4,3.1,6.7,0.465,0.9,2.5,0.351,2.3,4.3,0.531,0.529,1.1,1.4,0.755,0.3,1.7,2,2.2,0.6,0.2,0.6,1.2,8.2,1782621
424,Jaysean Paige,PG,27,DET,1,0,7,0,3,0,0,2,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,2,0,NA
145,Jeff Dowtin,PG,24,TOT,5,0,6.2,0.6,1.4,0.429,0,0.4,0,0.6,1,0.6,0.429,0,0,,0.2,1.2,1.4,0.6,0,0.2,0.2,0.4,1.2,NA
145,Jeff Dowtin,PG,24,GSW,4,0,7,0.8,1.5,0.5,0,0.3,0,0.8,1.3,0.6,0.5,0,0,,0.3,1.5,1.8,0.8,0,0.3,0.3,0.5,1.5,NA
145,Jeff Dowtin,PG,24,MIL,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,NA
202,Jeff Green,C,35,DEN,49,37,24.7,3.8,7.4,0.515,0.7,2.3,0.324,3.1,5.1,0.6,0.565,2,2.5,0.818,0.6,2.6,3.1,1.2,0.3,0.4,0.9,2.2,10.3,4500000
288,Jemerrio Jones,SF,26,LAL,2,0,7.5,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,1,0.5,1.5,0,0.5,0,0,1,2,NA
195,Jerami Grant,PF,27,DET,28,28,32.7,6.3,15.5,0.408,1.8,5.3,0.338,4.5,10.2,0.444,0.465,4.8,5.7,0.844,0.8,3.7,4.5,2.6,1,1.1,2.1,2.3,19.3,20000000
314,Jeremy Lamb,SF,29,IND,39,0,15.7,2.2,5.8,0.373,1,3,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2,2.4,1.3,0.6,0.4,0.6,1.1,7.1,10500000
93,Jevon Carter,PG,26,BRK,40,1,11.4,1,3.3,0.313,0.7,2.3,0.312,0.3,1,0.316,0.424,0.2,0.2,0.75,0.2,1.2,1.4,0.9,0.4,0.2,0.5,1,2.9,3833333
86,Jimmy Butler,SF,32,MIA,35,35,33.9,7.2,14.7,0.49,0.4,1.9,0.212,6.8,12.9,0.531,0.504,7,7.9,0.891,1.9,4.4,6.3,6.3,1.8,0.5,2,1.4,21.9,36016200
315,Jock Landale,C,26,SAS,33,1,10.3,1.8,3.5,0.496,0.6,1.6,0.365,1.2,2,0.6,0.577,0.6,0.7,0.87,1.2,1.2,2.3,0.9,0.2,0.4,0.7,1,4.7,925258
217,Joe Harris,SF,30,BRK,14,14,30.2,4,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3,17357143
257,Joe Ingles,SF,34,UTA,45,15,24.9,2.6,6.3,0.404,1.7,5,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,7.2,14000000
278,Joe Johnson,SG,40,BOS,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2,NA
20,Joel Ayayi,SG,21,WAS,7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,,0.1,0.3,0.4,0.6,0,0,0,0,0.3,NA
158,Joel Embiid,C,27,PHI,41,41,33,9.5,19.1,0.497,1.3,3.5,0.364,8.2,15.7,0.526,0.53,9,11.1,0.809,2,8.9,10.9,4.4,1,1.5,2.9,2.6,29.3,31579390
108,John Collins,PF,24,ATL,48,48,31.7,6.5,12.1,0.539,1.3,3.2,0.392,5.3,9,0.591,0.59,2.6,3.3,0.794,1.8,6.3,8.1,1.9,0.7,1.1,1.1,3,17,23000000
306,John Konchar,SG,25,MEM,47,6,18.3,1.8,3.5,0.5,0.7,1.7,0.407,1.1,1.8,0.588,0.599,0.4,0.7,0.606,1.2,3.3,4.4,1.5,0.7,0.3,0.4,1.3,4.7,2197674
311,Jonathan Kuminga,SF,19,GSW,41,4,12.8,2.6,5.2,0.493,0.5,1.7,0.314,2,3.5,0.579,0.544,1.3,2.1,0.64,0.6,2,2.6,0.5,0.4,0.2,0.9,1.7,7,5466360
42,Jordan Bell,C,27,CHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,1,0,0,2,0,NA
105,Jordan Clarkson,SG,29,UTA,50,1,26.6,5.6,14.1,0.4,2.6,8,0.323,3,6.1,0.5,0.491,1.7,2.1,0.816,0.8,2.7,3.5,2.4,0.7,0.3,1.7,1.9,15.5,12420000
191,Jordan Goodwin,SG,23,WAS,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,NA
364,Jordan McLaughlin,PG,25,MIN,35,3,11.9,1,2.8,0.357,0.2,1.1,0.184,0.8,1.7,0.467,0.393,0.5,0.7,0.72,0.2,1,1.2,2.6,0.7,0.1,0.6,0.5,2.7,1669178
409,Jordan Nwora,SF,23,MIL,42,9,19.2,3.1,7.6,0.408,1.4,3.8,0.366,1.7,3.8,0.449,0.5,0.4,0.5,0.762,0.7,3.1,3.8,1,0.5,0.3,1,1.1,8,1517981
